capital,pnl_amount,pnl_percent,trade_number
1960.0,-40.000000000000036,-2.0000000000000018,1
1920.8,-39.19999999999999,-1.9999999999999993,2
1882.3839999999998,-38.41600000000011,-2.0000000000000058,3
1844.7363199999998,-37.64768000000004,-2.000000000000002,4
2121.446768,276.710448,15.000000000000002,5
2363.1252287241587,241.67846072415864,11.392152957578178,6
2315.8627241496756,-47.262504574483216,-2.0000000000000018,7
2269.545469666682,-46.31725448299371,-2.000000000000009,8
2224.154560273348,-45.390909393333814,-2.0000000000000075,9
2557.77774431435,333.62318404100205,14.999999999999991,10
2506.622189428063,-51.15555488628718,-2.000000000000007,11
2882.615517842272,375.9933284142089,14.99999999999998,12
3178.275890018242,295.66037217597017,10.256670386527345,13
3655.017273520978,476.741383502736,14.999999999999991,14
4203.269864549125,548.2525910281466,14.999999999999996,15
4119.204467258141,-84.06539729098274,-2.0000000000000058,16
4737.085137346862,617.880670088721,14.999999999999995,17
4642.343434599925,-94.74170274693746,-2.0000000000000044,18
4549.496565907926,-92.84686869199858,-2.0000000000000018,19
4458.506634589768,-90.9899313181584,-1.9999999999999973,20
4369.336501897972,-89.17013269179539,-2.000000000000001,21
4390.044257831139,20.707755933166222,0.47393364928911047,22
5048.550896505809,658.5066386746706,14.999999999999996,23
5455.8952959077915,407.3443994019825,8.06854100815172,24
6274.27959029396,818.3842943861679,14.999999999999986,25
6713.62105419259,439.34146389863093,7.00226149593769,26
6579.348633108739,-134.27242108385155,-1.9999999999999962,27
7566.250928075049,986.9022949663103,14.999999999999991,28
8701.188567286306,1134.9376392112572,14.999999999999996,29
8527.16479594058,-174.02377134572657,-2.0000000000000053,30
9291.184710715894,764.0199147753139,8.959835221421207,31
9105.361016501576,-185.82369421431721,-1.9999999999999927,32
8923.253796171544,-182.107220330031,-1.9999999999999942,33
10261.741865597276,1338.4880694257313,14.999999999999996,34
11801.003145436867,1539.261279839591,14.999999999999996,35
13571.153617252396,1770.1504718155288,14.999999999999988,36
15606.826659840255,2035.6730425878586,14.999999999999995,37
17947.850658816293,2341.0239989760357,14.999999999999982,38
17588.893645639964,-358.9570131763267,-2.000000000000005,39
17237.115772727164,-351.7778729128003,-2.0000000000000058,40
16892.37345727262,-344.74231545454376,-2.0000000000000027,41
18133.617267721093,1241.2438104484734,7.347953877458734,42
20853.659857879255,2720.0425901581616,14.999999999999988,43
20436.58666072167,-417.0731971575858,-2.0000000000000036,44
20027.854927507236,-408.73173321443505,-2.000000000000008,45
19627.297828957093,-400.5570985501451,-2.0000000000000018,46
19234.75187237795,-392.54595657914143,-1.999999999999998,47
18850.05683493039,-384.6950374475597,-2.0000000000000036,48
21677.56536016995,2827.508525239558,14.999999999999996,49
24929.200164195438,3251.6348040254898,14.999999999999988,50
28668.58018882475,3739.380024629314,14.999999999999995,51
28095.208585048254,-573.3716037764967,-2.0000000000000058,52
27533.30441334729,-561.9041717009655,-2.0000000000000018,53
30414.13726917808,2880.832855830792,10.463084316295337,54
29805.854523794518,-608.2827453835642,-2.000000000000009,55
34276.73270236369,4470.8781785691735,14.999999999999986,56
33591.198048316415,-685.534654047276,-2.0000000000000067,57
32919.37408735009,-671.8239609663278,-1.9999999999999987,58
32260.986605603088,-658.3874817469992,-1.9999999999999925,59
37100.134596443546,4839.147990840458,14.999999999999986,60
42665.154785910076,5565.02018946653,14.999999999999995,61
41811.85169019187,-853.3030957182045,-2.000000000000007,62
48083.629443720645,6271.777753528774,14.999999999999986,63
47121.956854846234,-961.6725888744121,-1.9999999999999982,64
46179.5177177493,-942.4391370969288,-2.000000000000009,65
45255.927363394316,-923.59035435499,-2.000000000000009,66
44350.808816126424,-905.1185472678884,-2.0000000000000044,67
43463.79263980389,-887.0161763225324,-2.000000000000009,68
